SEX,AGE,ANCESTRY,BlackOlives,GreenOlives,BlueCheese,Avocados,GoatCheese,GlobeArtichoke,SoftCheese,Aubergine,Capers,Asparagus
0,61,AFR,1,5,1,6,1,1,5,4,4,1
0,41,AMR,8,9,1,9,1,9,1,9,5,9
0,41,AMR,8,9,8,9,8,8,8,8,7,9
0,55,AMR,7,6,2,9,2,9,5,9,7,9
1,55,CSA,7,5,1,6,6,7,6,9,5,8
0,44,AFR,1,1,1,1,1,5,1,7,2,2
1,54,CSA,8,8,6,6,6,6,7,7,5,7
0,66,AFR,8,8,1,7,4,3,3,6,3,8
0,59,EAS,6,6,5,7,5,6,5,8,7,7
1,55,CSA,9,9,5,9,1,1,5,9,9,9
1,55,CSA,8,8,8,9,7,7,7,7,7,8
1,61,CSA,8,8,6,7,4,4,8,4,4,7
0,58,EAS,7,7,7,3,1,5,6,7,3,5
1,63,AFR,7,6,2,3,5,6,6,7,5,6
1,46,AMR,7,8,7,7,9,6,7,7,5,7
0,41,CSA,9,9,2,9,8,6,8,9,6,9
0,41,CSA,9,9,8,8,6,3,9,2,6,7
1,60,EAS,7,6,8,7,5,5,7,9,5,7
1,45,MID,9,9,9,9,9,7,9,8,4,5
1,42,CSA,9,9,9,9,5,9,7,9,5,9
0,43,EAS,4,6,4,8,4,6,4,9,4,8
1,60,AMR,9,9,5,9,8,8,7,7,7,8
1,45,AMR,6,9,7,9,6,7,5,8,8,9
1,43,AFR,8,8,7,8,3,5,6,7,7,9
1,61,AMR,9,9,9,9,9,7,4,7,4,9
0,46,EAS,9,9,7,9,6,5,8,7,6,9
1,70,CSA,2,1,1,1,1,1,3,1,5,1
0,46,CSA,9,9,6,9,9,7,8,9,8,9
0,55,EAS,9,9,9,9,2,9,9,9,8,9
0,51,AFR,8,9,2,9,8,6,7,4,4,8
1,57,AFR,7,4,3,9,1,8,3,9,2,9
1,41,CSA,7,7,2,3,9,2,5,9,5,3
1,54,AFR,1,1,1,1,1,1,2,1,1,1
0,52,AFR,9,9,1,9,4,3,6,9,9,9
0,43,AFR,1,1,2,9,1,1,5,1,1,1
1,51,AFR,6,7,1,8,5,5,4,6,5,5
1,49,AFR,8,7,2,9,4,8,4,7,6,6
1,55,CSA,7,8,4,4,8,5,4,8,7,8
0,47,EAS,7,7,4,8,6,7,6,8,7,8
1,56,EAS,4,4,1,7,1,1,1,1,5,7
0,59,CSA,9,9,1,9,7,9,6,9,9,9
0,46,CSA,9,9,9,9,9,9,9,9,9,9
0,53,AFR,9,9,9,5,9,1,9,8,9,9
0,51,AFR,9,8,8,8,5,3,8,5,7,7
0,56,MID,9,6,2,9,2,7,6,9,4,9
0,48,CSA,8,9,1,7,6,6,7,9,6,9
0,48,CSA,7,6,7,8,6,5,6,7,6,6
0,42,EAS,7,7,2,9,6,6,5,7,5,9
1,61,MID,8,8,8,8,9,5,8,8,7,8
0,53,EAS,6,7,1,7,3,5,1,5,2,8
0,46,EAS,8,9,1,9,1,8,1,8,9,9
0,55,MID,9,8,9,8,8,8,7,8,7,9
0,51,MID,9,9,7,7,9,6,8,8,6,8
1,43,MID,4,9,9,9,8,9,7,8,6,9
1,43,EAS,1,1,8,1,3,4,8,3,3,4
1,59,MID,9,9,9,9,5,9,9,8,9,9
0,40,AFR,5,6,6,7,7,5,7,6,6,7
1,42,CSA,4,4,3,7,3,6,4,6,3,6
1,48,CSA,7,8,7,7,6,7,7,7,7,8
1,57,EAS,7,7,6,8,6,6,6,6,6,7
0,48,AFR,8,9,1,9,3,1,7,7,6,5
0,48,EAS,8,7,8,8,6,7,8,8,7,9
1,57,AFR,8,7,6,8,4,6,7,5,6,9
0,64,EAS,5,5,1,8,5,3,5,9,5,9
1,49,CSA,7,9,1,9,6,6,7,2,5,8
0,68,CSA,7,9,1,9,5,2,7,7,1,6
0,61,AFR,6,5,3,8,5,2,6,7,4,5
0,52,EAS,9,9,6,9,4,9,7,9,7,9
1,54,CSA,8,5,5,7,1,5,5,5,5,5
0,45,CSA,8,9,7,9,7,7,7,9,9,9
0,50,EAS,8,8,7,6,7,5,3,7,7,8
0,45,AFR,9,8,6,9,7,1,5,9,1,1
0,68,CSA,5,5,1,7,7,3,7,9,3,8
1,65,CSA,7,6,8,9,6,9,8,9,5,9
1,62,MID,9,9,6,7,8,7,4,7,5,9
0,46,EAS,9,9,5,8,5,5,7,9,5,9
1,55,MID,9,9,4,9,5,9,4,9,6,9
0,47,AFR,5,5,4,4,5,2,8,8,5,7
0,53,CSA,9,8,4,8,2,5,6,6,6,6
0,52,AFR,8,5,4,9,5,4,4,6,4,6
0,49,EAS,7,8,5,6,6,5,5,9,5,5
0,44,CSA,4,5,1,5,1,1,5,9,1,9
1,65,EAS,6,6,6,7,6,6,5,7,6,7
1,55,AFR,8,9,4,9,9,8,8,9,7,9
0,56,EAS,7,8,7,7,1,7,7,7,6,7
0,44,CSA,8,8,7,9,7,5,8,7,7,8
0,46,CSA,5,6,9,5,5,6,6,9,9,5
0,59,CSA,3,5,6,7,5,7,7,8,6,6
0,61,EAS,7,7,3,8,6,5,5,8,5,8
0,48,EAS,7,9,2,9,5,9,5,9,5,8
0,57,AFR,1,1,1,1,1,1,1,1,1,1
0,40,EAS,4,6,5,8,8,5,5,7,4,7
1,64,AMR,6,7,4,6,6,6,3,7,7,8
1,43,AFR,9,9,7,9,7,7,8,8,8,9
1,57,MID,9,9,9,7,9,8,9,9,5,9
0,50,AMR,9,9,5,9,6,6,7,5,8,8
1,58,CSA,8,8,1,7,3,1,7,8,1,8
0,63,CSA,7,8,9,9,7,6,6,9,6,9
0,57,EAS,9,9,9,9,9,9,7,9,6,9
0,53,AFR,9,9,3,9,8,7,4,8,6,9
1,53,MID,8,9,8,8,8,8,8,8,8,8
0,61,EAS,6,2,1,8,3,8,4,8,6,7
0,54,AFR,9,9,9,9,9,5,9,9,9,9
0,46,CSA,9,9,9,9,8,7,9,7,7,8
0,49,EAS,6,5,7,9,1,9,1,9,5,9
0,42,EAS,6,7,3,9,6,8,6,8,7,9
0,49,CSA,9,6,1,9,1,6,1,9,6,7
1,67,AFR,5,6,5,9,6,5,7,9,7,7
1,58,MID,9,9,8,9,3,9,6,9,5,7
0,59,EAS,2,1,1,8,1,5,4,7,7,5
0,53,EAS,9,9,6,9,1,9,8,9,9,9
0,45,EAS,8,6,1,7,1,2,4,9,7,8
0,56,MID,8,9,7,8,9,8,8,8,8,9
0,45,AMR,9,8,8,9,4,9,8,8,8,9
0,42,CSA,8,8,3,9,1,9,6,9,8,8
0,60,EAS,7,8,3,9,1,7,8,7,7,9
1,54,CSA,9,9,1,9,9,9,9,9,9,9
0,56,AMR,9,9,2,9,7,9,7,9,6,9
0,60,AFR,8,7,1,9,3,8,2,7,5,9
1,53,MID,9,9,5,9,8,7,7,8,7,7
0,63,CSA,1,1,1,9,1,8,2,9,8,9
1,44,AFR,7,7,1,9,2,1,1,4,1,2
1,53,CSA,9,9,9,6,8,6,9,9,6,7
0,62,MID,7,6,7,8,7,6,6,6,6,6
0,52,EAS,9,9,9,9,2,9,9,9,9,9
1,58,AFR,5,7,5,7,8,5,8,9,5,6
0,63,AMR,6,6,7,8,8,3,8,7,7,8
0,41,CSA,7,7,8,9,9,7,7,9,2,7
1,55,CSA,7,7,5,4,5,5,7,7,5,5
1,43,CSA,7,8,8,8,9,5,8,5,5,5
0,48,CSA,9,9,7,9,9,9,8,9,8,9
0,52,CSA,1,1,6,1,1,1,6,1,1,1
1,42,AFR,1,1,1,1,1,1,1,1,1,7
1,56,CSA,8,7,8,8,7,8,8,8,6,7
1,54,CSA,8,8,6,8,8,7,8,7,6,6
0,40,AMR,9,5,6,9,7,9,9,5,6,9
1,59,CSA,8,7,5,8,8,5,8,9,8,8
0,49,AFR,9,9,1,9,5,5,3,9,6,9
1,50,AFR,1,1,1,9,1,5,5,1,4,7
1,51,EAS,5,5,6,5,6,5,7,3,3,5
0,55,AFR,3,4,1,9,1,4,5,4,2,5
0,48,CSA,3,9,1,2,4,6,8,9,5,4
1,46,CSA,5,9,7,8,9,8,9,8,9,9
1,56,CSA,4,9,1,5,4,5,7,7,3,5
0,46,AFR,5,6,1,8,1,7,5,3,5,7
1,42,CSA,9,9,7,8,6,5,6,6,6,6
0,47,AFR,7,9,1,9,9,8,7,9,9,9
0,56,CSA,5,5,1,9,1,9,9,9,7,9
1,50,AFR,9,8,9,9,9,7,9,8,8,9
1,52,AFR,9,7,9,9,5,1,1,3,4,5
0,45,AFR,9,9,5,9,5,9,5,6,5,8
0,54,EAS,9,9,7,9,8,8,7,9,7,9
1,56,CSA,9,9,5,9,9,5,3,9,5,7
0,60,AFR,9,9,5,9,1,5,9,9,9,9
1,43,EAS,7,9,6,7,3,8,7,8,6,9
1,52,EAS,5,5,1,6,1,3,1,7,2,5
0,64,AFR,9,5,3,9,5,5,5,9,5,5
0,42,AFR,9,9,5,5,9,1,9,5,1,5
1,44,MID,9,9,5,8,6,7,5,7,7,5
0,42,AFR,9,6,7,9,7,5,8,7,8,8
0,56,EAS,5,9,7,9,7,3,8,9,5,9
0,61,CSA,9,9,5,9,9,9,9,9,9,9
0,43,CSA,8,6,3,8,4,6,6,7,6,6
0,53,EAS,6,6,7,8,7,2,6,7,6,9
1,43,EAS,7,6,7,7,5,5,7,7,5,7
1,51,EAS,6,6,5,5,3,5,5,5,5,5
1,48,CSA,7,9,6,9,5,7,5,9,8,9
1,45,AFR,2,3,1,8,1,2,1,2,5,1
0,53,CSA,9,9,6,9,9,3,9,9,8,7
0,51,AFR,8,8,8,9,3,6,3,6,7,8
0,61,EAS,8,6,4,9,6,8,5,9,6,9
1,41,AFR,9,5,4,3,7,5,3,4,5,5
0,50,CSA,7,7,5,9,9,7,8,1,5,9
0,46,MID,6,4,4,9,9,6,7,8,4,7
0,51,EAS,6,6,1,6,1,6,5,7,5,8
1,49,MID,9,9,2,9,7,9,7,8,9,9
1,63,CSA,8,8,2,9,6,9,2,7,7,9
0,55,AMR,9,9,5,9,8,6,7,5,8,9
0,52,CSA,7,9,8,9,1,9,9,9,9,9
1,57,CSA,6,9,9,9,9,6,8,8,6,6
0,41,AFR,8,8,8,9,7,7,8,8,6,8
0,55,CSA,7,8,9,8,8,8,8,9,5,9
1,57,AFR,6,5,2,8,1,6,3,7,5,7
1,61,AMR,7,8,6,9,8,9,5,5,7,8
0,53,AFR,8,9,3,9,6,6,6,3,9,7
1,58,EAS,7,8,6,6,2,5,5,7,5,7
0,57,CSA,7,8,8,9,6,6,4,9,5,8
0,40,EAS,5,6,5,5,5,6,5,6,5,6
1,44,CSA,8,9,8,8,2,3,7,7,5,7
1,59,AFR,1,6,1,1,4,9,1,4,1,5
1,53,CSA,6,9,6,5,7,6,7,9,3,7
0,41,EAS,8,8,8,8,8,8,8,4,6,8
0,48,CSA,8,7,3,5,7,7,7,7,7,7
0,43,AMR,1,9,1,5,1,1,2,3,7,9
0,40,EAS,9,9,7,7,5,8,6,9,7,9
0,57,CSA,9,9,1,9,6,7,7,9,9,9
0,47,EAS,7,5,8,9,6,6,8,7,6,9
0,55,EAS,7,6,6,9,8,8,6,8,2,7
0,47,AFR,9,9,5,9,5,5,7,9,8,9
0,47,EAS,7,4,5,8,3,3,5,7,3,8
0,49,CSA,8,9,9,8,1,5,9,9,5,9
1,53,CSA,9,9,1,9,1,9,9,9,1,9
1,45,CSA,5,5,1,3,1,5,1,7,1,5
0,41,EAS,6,8,6,9,8,5,9,9,7,9
0,40,CSA,8,5,1,4,1,1,5,5,1,6
0,42,AFR,1,1,8,3,9,1,9,9,2,3
1,56,MID,9,9,8,8,8,7,8,8,5,8
0,48,AFR,5,7,1,9,1,5,5,9,9,7
0,47,AFR,7,6,7,5,5,5,7,5,5,5
1,65,EAS,4,4,5,7,7,3,4,8,3,7
0,42,AFR,7,8,6,8,4,8,8,7,7,7
1,64,CSA,4,7,5,6,6,5,8,5,2,7
1,50,AFR,4,5,6,7,5,5,3,5,6,7
0,51,CSA,9,9,1,9,4,5,6,9,6,8
0,51,EAS,5,6,2,8,5,4,5,7,5,9
0,62,CSA,5,6,6,8,6,7,6,8,4,8
0,44,CSA,8,7,3,5,5,4,6,9,3,6
0,42,CSA,7,8,7,2,3,2,6,7,2,2
1,57,AFR,7,7,5,8,5,4,5,7,5,8
0,40,AFR,1,1,7,3,7,3,8,6,5,9
0,60,CSA,9,7,1,8,2,6,7,9,6,9
1,45,CSA,4,9,1,4,7,9,7,8,5,6
1,52,MID,7,8,1,2,1,3,5,6,1,4
1,68,AMR,8,9,6,9,7,6,4,8,3,9
1,42,CSA,1,1,5,7,5,5,6,3,5,8
0,49,EAS,9,8,6,7,8,3,6,8,2,8
1,56,EAS,6,6,8,6,2,3,7,4,5,7
0,56,CSA,8,7,7,7,8,4,5,8,4,9
0,62,MID,7,9,3,9,7,9,7,9,5,9
0,61,MID,5,9,5,9,1,5,8,7,5,9
0,48,AMR,8,9,7,1,8,8,6,5,8,6
0,51,AFR,7,7,9,8,7,5,8,5,6,5
0,45,EAS,7,7,7,8,7,6,7,8,1,8
0,40,CSA,9,9,5,9,7,7,7,9,8,8
0,62,AFR,9,9,9,9,1,7,9,9,8,8
1,57,CSA,9,9,9,5,9,9,8,8,5,9
0,44,AMR,8,8,9,9,9,8,7,7,6,8
1,59,CSA,8,8,5,7,5,5,5,8,6,8
0,45,AMR,9,9,9,9,9,9,4,9,8,9
0,48,CSA,1,1,6,9,7,4,7,9,1,3
0,62,EAS,7,7,6,7,6,5,6,8,4,6
1,47,CSA,7,7,2,7,2,5,5,7,5,7
0,56,EAS,9,9,1,9,1,9,1,9,7,9
1,47,AFR,2,1,1,3,2,2,2,5,5,1
1,40,EAS,7,7,5,8,7,8,8,9,7,8
0,51,CSA,9,9,7,9,7,8,6,9,7,9
1,47,MID,8,9,7,8,9,7,7,7,8,7
0,46,AFR,8,7,6,9,7,5,6,8,6,6
1,56,EAS,7,9,7,5,7,5,5,7,3,7
0,43,CSA,3,9,1,9,1,7,9,8,1,9
1,64,CSA,6,6,6,5,6,4,5,5,5,2
1,49,AFR,8,9,1,9,1,8,6,9,9,9
0,56,EAS,8,7,1,8,7,5,5,9,7,9
1,51,EAS,6,5,7,6,6,5,6,6,5,5
0,47,AMR,9,9,7,9,3,7,8,8,7,7
0,45,AFR,6,6,9,9,9,5,9,8,6,9
0,53,AMR,9,6,1,9,9,9,5,8,1,9
0,62,CSA,4,4,8,6,5,8,5,8,2,6
0,47,CSA,9,9,1,9,1,1,1,9,1,5
1,53,MID,9,9,9,7,9,9,9,7,9,7
0,59,EAS,8,8,5,8,2,5,5,7,6,8
1,63,CSA,3,4,2,8,2,5,5,8,3,7
1,44,AMR,8,7,7,9,6,4,4,8,6,3
0,48,CSA,9,7,1,9,7,9,6,9,4,6
1,56,CSA,9,8,9,8,7,7,7,9,8,9
1,61,CSA,8,9,1,7,3,1,7,9,1,8
0,44,AFR,8,5,1,9,1,5,1,5,5,5
1,45,AFR,5,5,1,9,1,4,1,9,5,5
1,53,CSA,2,3,1,5,1,2,1,6,1,1
0,67,EAS,3,5,5,5,3,8,4,6,6,7
1,47,AMR,9,9,4,9,7,9,6,9,9,6
0,65,CSA,8,9,1,8,5,4,7,9,6,7
0,55,AFR,8,9,1,9,9,5,5,9,5,9
0,42,EAS,6,8,9,5,8,9,7,9,6,8
1,70,CSA,8,8,1,8,1,5,1,9,3,9
0,46,AFR,9,9,1,9,1,8,8,9,8,9
0,51,CSA,5,6,5,6,6,5,6,9,1,6
0,57,AMR,8,9,7,9,9,8,8,8,9,9
0,59,CSA,6,6,5,7,5,6,7,8,6,7
0,55,AMR,7,8,1,9,1,5,8,8,5,7
1,56,EAS,1,3,1,6,1,2,1,8,5,8
0,49,EAS,9,8,1,8,2,9,3,7,7,9
0,43,EAS,7,7,6,8,6,7,6,9,7,5
0,53,MID,9,9,1,9,3,8,1,8,7,9
1,51,AFR,6,6,7,7,7,1,7,4,6,9
0,54,CSA,5,8,2,7,4,5,9,7,3,5
1,45,MID,6,8,2,9,1,1,4,6,1,9
0,60,MID,7,8,9,8,8,6,8,6,1,7
1,44,AFR,7,7,4,7,6,5,8,7,6,8
0,56,AFR,7,7,4,9,4,4,9,5,3,9
0,47,EAS,7,8,5,9,8,8,7,9,9,9
0,49,AFR,9,8,5,9,3,3,6,7,2,7
0,55,AFR,1,3,1,8,1,1,2,9,1,9
0,45,AFR,8,9,2,9,2,2,2,8,3,8
0,43,CSA,9,9,4,9,9,7,5,7,9,9
0,41,CSA,7,8,8,9,8,7,8,7,7,8
1,41,MID,9,9,8,9,8,2,9,6,8,2
0,45,CSA,9,9,1,6,2,1,8,6,8,8
1,59,EAS,8,8,6,6,5,5,5,5,5,7
0,50,EAS,8,6,9,9,7,8,9,6,5,9
0,57,CSA,8,9,5,9,5,8,7,9,7,9
0,40,AFR,1,1,2,7,1,5,4,9,7,8
0,50,CSA,1,3,1,3,1,5,4,4,3,2
1,46,AFR,9,9,5,9,2,3,7,5,9,2
1,46,CSA,6,6,6,6,8,7,7,7,6,6
0,53,AFR,9,9,9,9,9,7,9,8,9,9
0,54,AFR,7,9,1,1,1,1,4,2,6,6
1,57,AMR,6,4,7,7,8,7,8,7,6,6
0,47,EAS,1,1,2,9,2,5,5,9,5,9
0,44,CSA,7,7,3,8,6,7,6,7,5,7
0,42,EAS,8,9,5,9,8,5,9,8,6,9
0,42,MID,9,9,9,9,9,8,9,8,9,9
1,59,AMR,6,8,6,9,3,7,5,6,6,9
0,47,CSA,9,9,7,9,3,7,7,9,2,7
0,65,MID,5,5,1,8,5,1,5,1,5,1
1,63,CSA,7,7,2,7,6,6,2,7,6,7
0,43,MID,1,1,8,9,8,6,8,7,1,9
1,51,EAS,8,9,1,1,1,2,9,9,5,8
0,62,CSA,6,6,7,1,6,5,5,7,7,7
0,43,CSA,7,7,1,9,6,8,7,9,8,9
0,46,AMR,9,9,9,9,9,9,6,8,7,7
0,44,AMR,8,9,1,8,1,1,5,8,2,2
0,50,AFR,9,8,6,3,9,7,7,8,2,7
0,62,EAS,8,8,6,9,7,8,8,8,8,9
0,49,AFR,6,6,5,8,5,5,7,7,5,5
0,56,AFR,9,9,1,9,8,1,3,4,5,9
0,48,AMR,6,6,3,9,4,8,3,9,7,9
1,51,AFR,1,1,1,5,1,1,5,5,3,5
1,56,AFR,9,9,1,8,5,8,5,7,7,9
0,69,AFR,9,9,1,9,2,5,4,9,2,7
0,51,CSA,7,9,8,9,6,9,6,9,9,8
0,58,AMR,7,8,1,9,8,5,7,7,7,8
1,47,AFR,3,2,1,5,1,1,2,1,1,1
1,40,CSA,9,9,2,5,2,8,4,9,5,7
1,53,MID,9,9,9,9,9,9,9,9,9,9
0,57,AFR,8,8,6,9,3,2,7,6,6,7
0,44,AMR,7,9,9,9,9,9,7,9,9,9
0,56,CSA,9,9,5,9,5,1,5,1,9,9
1,47,AMR,4,8,3,9,8,3,7,6,6,1
0,56,MID,4,4,1,9,2,7,9,7,6,9
1,49,CSA,5,6,6,7,6,1,3,3,4,6
0,41,AFR,8,9,6,7,8,5,7,6,6,7
1,45,CSA,7,7,5,7,8,8,5,8,8,8
0,48,AMR,7,9,3,9,7,6,5,2,6,8
0,44,AFR,6,8,6,9,7,5,5,2,4,9
0,66,CSA,7,9,1,9,3,1,4,9,3,8
0,65,EAS,3,5,1,7,1,5,5,7,1,7
1,52,CSA,9,9,9,9,5,7,8,8,7,9
0,49,AFR,1,1,3,9,7,1,9,9,6,6
1,51,CSA,7,9,1,6,3,2,9,7,5,5
0,59,CSA,2,3,1,9,5,1,4,9,3,9
1,63,CSA,6,8,4,8,2,5,2,7,5,5
0,57,AMR,9,9,5,9,2,5,7,9,8,7
1,44,CSA,6,6,2,2,6,1,4,6,2,5
0,54,CSA,6,9,1,9,1,8,8,9,7,9
1,65,EAS,9,9,8,9,5,5,9,6,5,9
0,60,CSA,8,8,1,4,1,5,3,8,5,6
1,61,AFR,4,7,3,9,2,2,1,4,4,3
1,47,CSA,3,6,2,1,5,1,9,9,3,1
0,48,CSA,9,9,9,5,9,1,9,9,1,9
0,50,EAS,8,7,8,8,7,7,9,9,6,9
0,43,EAS,9,7,5,9,6,9,8,8,7,9
0,43,CSA,9,9,7,9,9,4,9,9,8,9
0,42,CSA,1,1,1,6,1,1,6,8,1,3
0,42,AMR,7,8,9,7,6,6,6,7,5,9
1,52,EAS,5,5,8,9,8,8,9,8,3,9
0,50,AFR,8,9,8,9,8,7,8,8,3,7
0,59,AFR,9,9,4,9,5,7,4,8,4,8
0,50,EAS,6,6,5,6,2,6,6,7,1,6
1,44,MID,8,8,3,3,7,3,5,5,5,3
1,45,EAS,5,4,1,6,7,4,7,8,4,6
1,60,AMR,9,8,7,9,7,7,8,8,8,8
0,48,AFR,4,4,4,6,4,5,4,4,6,4
1,67,CSA,7,7,6,8,2,5,6,7,6,9
0,50,MID,9,9,1,1,5,7,4,2,1,8
0,48,AFR,8,9,4,9,1,4,8,6,5,8
0,42,CSA,8,9,9,9,8,9,9,9,7,9
1,46,CSA,6,6,2,7,8,5,6,7,7,6
0,59,CSA,1,7,1,7,8,9,1,9,9,9
1,50,MID,9,7,7,8,7,4,6,4,5,9
1,54,MID,9,9,5,8,6,3,7,8,7,7
1,67,AMR,9,3,9,9,9,9,7,8,7,9
1,42,CSA,9,9,8,8,9,4,9,4,2,6
1,40,AMR,7,8,9,9,1,9,9,8,8,7
0,48,AFR,8,7,7,7,6,4,8,9,4,6
0,43,EAS,9,8,6,8,1,8,7,7,5,7
0,43,CSA,8,8,2,9,5,5,4,9,4,9
0,45,CSA,6,6,6,6,6,6,6,6,6,6
1,43,AMR,7,8,8,3,6,4,6,3,7,8
1,61,EAS,6,8,5,9,5,7,5,7,5,9
0,55,EAS,8,6,1,9,1,5,8,8,6,5
0,53,EAS,7,7,6,9,7,7,7,8,5,7
0,58,AMR,9,9,5,9,9,9,9,9,6,9
0,64,MID,9,9,9,9,9,9,9,5,5,9
1,55,AMR,9,8,4,9,3,8,4,7,2,3
0,62,CSA,9,8,6,8,3,8,4,7,7,6
1,40,AFR,6,4,1,3,3,4,3,4,5,5
1,53,MID,8,8,4,6,6,5,6,4,6,6
0,49,CSA,5,3,7,2,3,6,6,7,4,8
0,64,EAS,6,6,1,8,1,2,4,9,1,5
1,53,AFR,7,7,6,9,6,5,6,4,6,7
0,61,CSA,9,9,4,9,8,8,4,9,9,9
1,51,AFR,9,9,1,9,9,8,5,9,9,8
0,41,AMR,4,4,4,9,6,9,9,9,9,9
1,62,CSA,4,9,1,9,1,8,2,1,7,9
0,44,EAS,8,8,1,5,2,8,1,9,5,9
0,44,AFR,1,1,8,2,2,1,6,1,1,1
1,46,CSA,9,9,3,5,1,4,9,9,9,5
1,57,AFR,9,9,1,9,9,1,1,9,9,9
1,47,CSA,7,7,7,7,7,6,7,7,7,7
0,62,AFR,1,1,1,9,1,5,5,5,5,5
1,55,CSA,8,7,7,7,5,1,7,7,1,8
0,50,EAS,8,7,6,9,5,8,6,9,7,9
0,49,CSA,9,9,8,9,8,8,7,8,7,8
0,49,AMR,4,6,1,6,4,9,9,6,1,7
1,42,CSA,9,9,9,9,9,6,9,9,9,9
0,62,MID,7,6,7,7,9,7,9,5,6,9
0,41,AFR,9,9,5,9,5,5,5,5,1,5
1,68,AMR,9,6,1,9,5,9,7,5,6,9
0,51,CSA,7,7,7,6,6,5,5,8,5,1
1,43,MID,7,6,8,8,7,8,8,9,7,6
1,46,MID,6,7,3,7,8,8,9,9,8,9
1,55,CSA,6,6,5,8,8,7,7,7,5,7
0,46,CSA,7,8,5,8,5,8,6,9,6,9
1,65,CSA,9,9,8,9,8,7,8,9,9,9
0,57,EAS,9,9,9,9,9,9,8,9,9,9
0,51,EAS,7,6,6,6,7,5,7,8,7,8
1,65,CSA,5,6,4,4,6,5,1,5,5,5
0,53,EAS,7,7,1,9,1,8,1,9,7,8
0,45,CSA,7,5,4,9,6,5,5,7,5,9
0,54,AFR,3,5,5,3,5,3,6,5,1,8
1,55,MID,8,6,8,4,3,7,5,9,8,7
0,50,CSA,9,9,3,9,1,1,3,9,1,7
1,42,AFR,6,5,5,9,5,5,5,5,5,5
0,50,AFR,9,9,9,9,5,5,5,5,9,9
1,60,MID,8,8,8,8,7,7,7,8,4,7
0,51,EAS,6,5,5,6,3,6,5,9,4,7
0,46,EAS,5,9,7,9,9,8,5,8,7,9
1,49,AFR,7,8,2,8,7,3,6,5,2,6
0,52,EAS,6,6,1,7,6,1,3,5,2,8
1,62,MID,9,9,7,8,8,8,7,9,8,9
1,47,MID,9,9,9,8,8,9,8,9,7,8
0,45,AFR,6,8,8,9,1,1,7,3,1,8
1,59,CSA,2,3,2,5,1,2,3,4,2,2
1,50,AMR,9,9,8,9,8,9,7,7,9,9
1,44,EAS,5,5,1,1,1,1,1,7,5,2
1,59,AFR,6,6,4,7,5,5,6,7,4,6
1,64,MID,9,9,8,9,1,2,2,1,6,2
1,61,CSA,7,8,8,8,7,5,8,8,7,8
0,59,AFR,9,9,9,8,9,5,7,8,6,7
1,52,EAS,8,7,3,6,3,5,5,8,6,6
0,45,AFR,6,7,6,7,6,5,6,6,7,6
1,44,MID,9,9,1,8,7,9,8,1,3,8
0,59,EAS,5,4,1,7,3,4,4,6,3,7
1,48,AMR,8,6,3,9,5,2,6,7,4,6
1,40,CSA,9,7,8,6,7,7,7,8,6,7
1,68,CSA,9,9,9,9,8,8,9,9,1,9
1,49,MID,8,8,1,6,2,7,8,6,5,5
1,57,CSA,7,8,9,9,5,5,7,7,7,7
1,49,AFR,5,9,2,9,5,5,9,7,5,5
0,48,MID,9,9,8,9,9,6,9,7,8,9
1,65,CSA,8,8,2,6,7,3,6,8,5,5
0,56,MID,7,7,8,9,8,1,5,1,6,8
1,60,CSA,8,7,5,9,1,9,8,7,1,9
1,47,EAS,2,7,5,2,6,1,5,1,2,1
0,53,CSA,9,9,1,9,4,5,4,9,9,9
0,44,CSA,7,7,7,7,6,5,6,2,6,7
1,48,CSA,5,5,1,1,1,1,6,5,5,8
0,61,CSA,8,8,7,6,1,6,7,6,7,5
1,60,MID,9,9,7,9,8,9,6,9,4,8
0,44,AFR,9,9,5,5,6,5,7,5,1,7
0,58,EAS,5,6,8,9,7,7,7,8,6,8
0,51,MID,9,9,5,9,8,9,9,9,7,7
1,47,CSA,8,9,1,9,5,5,1,5,1,5
0,55,EAS,9,9,1,9,1,8,6,9,5,9
0,48,AFR,9,6,9,8,9,1,9,9,1,7
0,56,AFR,9,9,8,9,8,9,8,9,7,8
0,40,EAS,9,9,7,8,1,3,8,7,5,7
0,61,AFR,9,9,7,9,9,9,7,9,8,9
0,56,AMR,7,9,9,4,8,7,9,4,9,9
1,49,CSA,1,1,5,2,5,1,7,1,1,5
0,47,AFR,1,1,8,9,7,1,7,9,2,8
0,43,AFR,8,3,1,6,5,5,1,9,1,5
0,51,CSA,6,7,5,8,7,6,8,8,7,9
1,51,MID,8,8,5,9,5,5,7,5,6,5
1,58,AFR,7,5,5,6,5,5,6,7,5,8
0,65,EAS,9,9,8,9,9,5,8,9,5,9
1,40,CSA,7,8,8,8,8,7,8,8,7,8
0,49,EAS,8,9,6,9,6,8,5,9,6,9
0,46,CSA,9,6,8,9,7,6,8,8,8,9
0,43,EAS,9,9,2,8,1,9,2,9,8,9
0,56,AFR,6,6,2,9,2,8,2,5,2,8
1,59,CSA,1,6,2,3,3,2,6,4,1,5
1,41,EAS,6,7,8,9,9,6,8,8,5,9
1,58,MID,6,7,8,9,9,7,8,5,7,8
1,44,AFR,8,6,8,7,6,8,7,7,7,9
1,42,AFR,7,7,2,9,2,8,3,5,5,9
1,61,EAS,7,8,1,8,7,7,3,7,6,8
1,44,AFR,5,5,5,6,6,4,5,5,3,8
